cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
GHA,2022,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,2.218,0.2305,0.0837,0.0434,0.1274,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIB,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2022,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.022,0.1105,0.0235,0.0077,0.0292,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
GMB,2022,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.19,0.1575,0.0403,0.0155,0.0522,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
GNB,2022,Sub-Saharan Africa,SSA,Guinea-Bissau,GNB,2019,national,,,,consumption,,,2.173,0.2165,0.0469,0.0151,0.0575,4.2559,3.3527,,,,,,,,,,,,,,,232.1995,1970457,633.7257,516.7659,TRUE,micro,extrapolation
GNQ,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,2022,Other High Income Countries,OHI,Greece,GRC,2019,national,,,,income,,,2.014,0.0068,0.004,0.0033,0.0045,28.48,24.6129,,,,,,,,,,,,,,,0.6463,10721582,19018.9021,13165.8536,FALSE,micro,survey
GRD,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRL,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2022,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,2.021,0.0582,0.0173,0.0079,0.0237,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
GUM,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2022,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,0.868,0.0321,0.0239,0.0199,0.058,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
HKG,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,2022,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,1.988,0.1057,0.0371,0.0186,0.0513,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
HRV,2022,Europe & Central Asia,ECA,Croatia,HRV,2019,national,,,,income,,,1.86,0.0023,0.0015,0.0012,0.0013,29.0816,26.1209,,,,,,,,,,,,,,,3.8147,4065253,14211.7554,8305.2544,FALSE,micro,survey
HTI,2022,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,2.315,0.2779,0.0944,0.0442,0.1333,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
HUN,2022,Europe & Central Asia,ECA,Hungary,HUN,2019,national,,,,income,,,1.938,0.0027,0.0011,6e-04,0.0016,28.2687,24.7641,,,,,,,,,,,,,,,147.3767,9771141,15083.5992,7623.8063,FALSE,micro,survey
IDN-R,2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.109,0.0529,0.007,0.0015,0.008,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
IDN-U,2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,2.109,0.0287,0.0035,7e-04,0.0039,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
IMN,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND-R,2022,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.947,0.0853,0.0145,0.004,0.0172,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
IND-U,2022,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.947,0.0722,0.0146,0.0046,0.0179,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
IRL,2022,Other High Income Countries,OHI,Ireland,IRL,2019,national,,,,income,,,2.253,6e-04,3e-04,2e-04,5e-04,55.8337,46.4123,,,,,,,,,,,,,,,0.9707,4934340,75239.3029,22186.4542,FALSE,micro,survey
IRN,2022,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,2.031,0.0075,0.0015,5e-04,0.002,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
IRQ,2022,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,2.016,2e-04,0,5.9199e-06,0,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
ISL,2022,Other High Income Countries,OHI,Iceland,ISL,2019,national,,,,income,,,2.026,0,0,0,0,63.9718,57.4161,,,,,,,,,,,,,,,155.6479,360563,57461.802,29667.6889,TRUE,micro,extrapolation
ISR,2022,Other High Income Countries,OHI,Israel,ISR,2019,national,,,,income,,,2.057,0.0024,0.0015,0.001,0.0025,41.8123,34.2144,,,,,,,,,,,,,,,4.2066,9054000,39591.3688,21076.2633,TRUE,micro,extrapolation
ITA,2022,Other High Income Countries,OHI,Italy,ITA,2019,national,,,,income,,,2.159,0.0099,0.0084,0.0076,0.0082,49.8979,42.6229,,,,,,,,,,,,,,,0.7672,59729081,32114.2999,19429.6139,FALSE,micro,survey
JAM,2022,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,2.323,0.0147,0.0032,0.001,0.0039,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
JOR,2022,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,2.129,0.001,2e-04,1e-04,2e-04,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
JPN,2022,Other High Income Countries,OHI,Japan,JPN,2019,national,,,,income,,,2.204,0.0073,0.0021,8e-04,0.0028,49.628,41.1911,,,,,,,,,,,,,,,113.0232,126633000,36043.7844,19619.9766,TRUE,micro,extrapolation
KAZ,2022,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,2.145,2e-04,0,2.5052e-06,0,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
KEN,2022,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.114,0.3056,0.0827,0.0326,0.1083,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
KGZ,2022,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,1.94,0.004,0.0012,7e-04,0.0022,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
KHM,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,2022,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.071,0.015,0.0027,7e-04,0.0031,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation
KNA,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,2022,Other High Income Countries,OHI,"Korea, Rep.",KOR,2019,national,,,,income,,,2.082,0.0023,5e-04,1e-04,5e-04,46.2939,40.2473,,,,,,,,,,,,,,,974.2056,51764822,31640.2146,15269.1918,TRUE,micro,extrapolation
KSV,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2022,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.146,0.0656,0.0105,0.0029,0.0124,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
LBN,2022,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.342,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
LBR,2022,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,2.161,0.3082,0.0857,0.0341,0.1121,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
LBY,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,2022,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,2.19,0.0498,0.027,0.0193,0.034,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation
LIE,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,2022,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.485,0.0212,0.003,7e-04,0.0034,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
LSO,2022,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,2.052,0.3222,0.1157,0.0571,0.1677,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
LTU,2022,Europe & Central Asia,ECA,Lithuania,LTU,2019,national,,,,income,,,2.059,0.0053,0.0034,0.0029,0.0027,38.3872,30.7122,,,,,,,,,,,,,,,0.4884,2794137,17249.7184,10639.5826,FALSE,micro,survey
LUX,2022,Other High Income Countries,OHI,Luxembourg,LUX,2019,national,,,,income,,,2.163,0.001,9e-04,8e-04,0.0014,84.4537,69.4506,,,,,,,,,,,,,,,0.9658,620001,106729.0249,35225.8554,FALSE,micro,survey
LVA,2022,Europe & Central Asia,ECA,Latvia,LVA,2019,national,,,,income,,,1.897,0.0024,0.0018,0.0014,0.0027,32.9305,26.9349,,,,,,,,,,,,,,,0.5538,1913822,16069.8404,9342.1888,FALSE,micro,survey
MAC,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2022,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,2.136,0.0097,0.0017,5e-04,0.002,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation
MCO,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,2022,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,2.004,0,0,0,0,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
MDG,2022,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,2.144,0.7866,0.4017,0.2434,0.6566,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MDV,2022,South Asia,SAS,Maldives,MDV,2019,national,,,,consumption,,,2.142,0,0,0,0,22.6101,19.1262,,,,,,,,,,,,,,,9.7936,504508,10753.1213,4936.2987,TRUE,micro,interpolation
MEX,2022,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,2.14,0.0267,0.008,0.0038,0.0103,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
MHL,2022,East Asia & Pacific,EAP,Marshall Islands,MHL,2019,national,,,,consumption,,,2.261,0.0085,0.0022,7e-04,0.0026,11.5648,9.1904,,,,,,,,,,,,,,,1.0292,44728,4998.7496,3838.3371,TRUE,micro,extrapolation
MKD,2022,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,1.983,0.0257,0.0095,0.0049,0.0141,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
MLI,2022,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,2.195,0.1572,0.032,0.0101,0.0392,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
MLT,2022,Other High Income Countries,OHI,Malta,MLT,2019,national,,,,income,,,2.096,0.003,0.0014,0.001,0.0049,54.5495,45.7108,,,,,,,,,,,,,,,0.6281,504062,28660.0277,13408.6061,FALSE,micro,survey
MMR,2022,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.479,0.0242,0.0039,0.001,0.0046,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
MNE,2022,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,1.957,0.021,0.0085,0.0052,0.0137,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
MNG,2022,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.191,0.0064,8e-04,2e-04,0.001,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
MNP,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,2022,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,2.156,0.7136,0.3493,0.2105,0.5803,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
MRT,2022,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.145,0.051,0.0115,0.004,0.0144,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
MUS,2022,Sub-Saharan Africa,SSA,Mauritius,MUS,2019,national,,,,consumption,,,2.379,0.0018,2e-04,0,2e-04,17.6519,13.6099,,,,,,,,,,,,,,,18.0094,1265985,10956.945,7788.2697,TRUE,micro,extrapolation
MWI,2022,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,2.194,0.7011,0.2938,0.1531,0.4314,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
MYS,2022,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,2.048,1e-04,0,8.02e-06,0,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
NAM,2022,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.941,0.1486,0.0514,0.0245,0.0726,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
NCL,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,2022,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,2.218,0.5239,0.1635,0.0686,0.2176,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
NGA,2022,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.803,0.2173,0.0563,0.0212,0.0725,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
NIC,2022,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,1.954,0.0276,0.0062,0.0023,0.0079,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
NLD,2022,Other High Income Countries,OHI,Netherlands,NLD,2019,national,,,,income,,,2.125,0.001,3e-04,2e-04,6e-04,62.7148,54.417,,,,,,,,,,,,,,,0.8495,17344874,48443.7321,21162.6537,FALSE,micro,survey
NOR,2022,Other High Income Countries,OHI,Norway,NOR,2019,national,,,,income,,,2.097,0.0016,0.0014,0.0013,0.0042,74.0588,65.2839,,,,,,,,,,,,,,,10.7428,5347896,76712.2871,33268.0796,FALSE,micro,survey
NPL,2022,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.906,0.0196,0.0032,9e-04,0.0038,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
NRU,2022,East Asia & Pacific,EAP,Nauru,NRU,2019,national,,,,consumption,,,2.095,0.0081,7e-04,1e-04,7e-04,7.6747,6.1818,,,,,,,,,,,,,,,1.3761,12132,8365.0554,,TRUE,micro,extrapolation
NZL,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2022,South Asia,SAS,Pakistan,PAK,2019,national,,,,consumption,,,1.944,0.0265,0.003,6e-04,0.0033,4.9658,4.0653,,,,,,,,,,,,,,,33.2507,223293280,1431.2744,1230.482,TRUE,micro,extrapolation
PAN,2022,Latin America & Caribbean,LAC,Panama,PAN,2019,national,,,,income,,,2.115,0.0093,0.0035,0.002,0.0039,33.496,21.8541,,,,,,,,,,,,,,,0.5081,4232532,15166.8809,,FALSE,micro,survey
PER,2022,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.124,0.029,0.0075,0.003,0.0101,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
PHL,2022,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.167,0.0468,0.008,0.0022,0.0095,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
PLW,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2022,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,2.835,0.4343,0.1746,0.0939,0.2644,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
POL,2022,Europe & Central Asia,ECA,Poland,POL,2019,national,,,,consumption,,,2.013,0,0,0,0,20.4993,17.2409,,,,,,,,,,,,,,,1.8423,37965475,15053.2394,8818.639,FALSE,micro,survey
PRI,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,2022,Other High Income Countries,OHI,Portugal,PRT,2019,national,,,,income,,,2.108,0.0015,6e-04,3e-04,8e-04,35.2619,29.4276,,,,,,,,,,,,,,,0.6574,10286263,21617.4116,14100.0951,FALSE,micro,survey
PRY,2022,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,2.134,0.0101,0.0019,6e-04,0.0023,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
PSE,2022,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,2.055,0.0032,4e-04,1e-04,5e-04,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
PYF,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2022,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,1.919,0.0172,0.0061,0.0039,0.0051,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
RUS,2022,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,2.097,2e-04,0,4.0591e-06,0,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
RWA,2022,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.996,0.3915,0.122,0.0528,0.165,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
SAU,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,2022,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.438,0.3161,0.0827,0.0321,0.1079,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
SEN,2022,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,2.106,0.0809,0.0156,0.0048,0.019,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
SGP,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,2022,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,2.785,0.3956,0.125,0.0548,0.1703,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
SLE,2022,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,1.578,0.0877,0.0154,0.0042,0.0181,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
SLV,2022,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,1.979,0.0105,0.002,6e-04,0.0024,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
SMR,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,2022,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,1.909,0,0,0,0,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
SSD,2022,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.338,0.7493,0.3925,0.2469,0.6726,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
STP,2022,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,2.184,0.153,0.0382,0.0148,0.05,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
SUR,2022,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,2.603,0.1712,0.1324,0.122,0.0513,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
SVK,2022,Europe & Central Asia,ECA,Slovak Republic,SVK,2019,national,,,,income,,,2,0.001,2e-04,1e-04,3e-04,26.0436,24.7624,,,,,,,,,,,,,,,0.5793,5454147,18240.7209,10191.2609,FALSE,micro,survey
SVN,2022,Europe & Central Asia,ECA,Slovenia,SVN,2019,national,,,,income,,,1.955,0,0,0,0,43.4498,39.5008,,,,,,,,,,,,,,,0.6389,2088385,24125.392,12934.2198,FALSE,micro,survey
SWE,2022,Other High Income Countries,OHI,Sweden,SWE,2019,national,,,,income,,,2.087,0.0029,0.0023,0.0021,0.0028,57.7012,50.5687,,,,,,,,,,,,,,,9.2232,10278887,53490.3518,24363.0692,FALSE,micro,survey
SWZ,2022,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.068,0.3149,0.1092,0.0516,0.1535,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
SXM,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,2022,Sub-Saharan Africa,SSA,Seychelles,SYC,2019,national,,,,income,,,2.09,0.004,9e-04,2e-04,0.0011,23.0576,20.2043,,,,,,,,,,,,,,,9.0271,97625,16747.3433,5783.1309,TRUE,micro,extrapolation
SYR,2022,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,5.123,0.9489,0.6206,0.4405,1.1432,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
TCA,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,2022,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,2.268,0.3404,0.0968,0.0385,0.1267,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
TGO,2022,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.419,0.3304,0.1072,0.0474,0.1462,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
THA,2022,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,2.037,8e-04,2e-04,1e-04,3e-04,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
TJK,2022,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,1.974,0.0266,0.0059,0.0021,0.0077,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
TKM,2022,Europe & Central Asia,ECA,Turkmenistan,TKM,2019,national,,,,consumption,,,2.184,0.0126,0.0023,6e-04,0.0027,13.0405,9.3815,,,,,,,,,,,,,,,1.663,6158420,7422.3625,,TRUE,micro,extrapolation
TLS,2022,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2.034,0.1861,0.0353,0.0103,0.0423,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
TON,2022,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,2.035,0.0104,0.0025,6e-04,0.0029,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
TTO,2022,Latin America & Caribbean,LAC,Trinidad and Tobago,TTO,2019,national,,,,income,,,2.353,0.0026,0.0012,0.0012,5e-04,30.4953,23.4559,,,,,,,,,,,,,,,4.6616,1519955,15576.4346,,TRUE,group,extrapolation
TUN,2022,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.163,8e-04,1e-04,0,1e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
TUR,2022,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,1.543,3e-04,1e-04,7.6254e-06,1e-04,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
